second,Volt
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.75E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,6.75E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.49E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.49E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.49E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,7.18E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.75E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.75E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,6.33E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.07E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,5.49E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,6.33E-02
-1.80E+00,5.91E-02
-1.80E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.07E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.75E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.49E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.49E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.75E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,6.33E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.07E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,6.33E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.49E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
-1.79E+00,5.91E-02
